Plant Name,Family,Book,Page start,Page end,1. Flowering 🌼,2. Fruiting 🍊,2A. Dormancy💤,3. Deciduous 🍂,4. Bulbous root 🥔,4A. Rhizomatous 🌾,5. Water Plant 🌊?,5A. Perennial♾️,6. Herb 🌿,7. Shrub🌴,8. Tree🌳,9. Climber🧗‍♀️,10. Creep-ing🐌,11. Succu-lent🌵,11A. Tropical rainforest habitat☔,11B. Insectivorous🦟,11C. Parasitic 🧛,12. Full Sun ☀️,13. Semi-Shade 🌤️,14. Shade ☁️,15. Hot 🔥,16. Warm 🌡️,17. Cold ❄️,18. Wind Tolerant 💨?,18A. Wind Sensitive🛡️,19. Cold-phobia 😨?,20. Salt Tolerant 🧂,21. Drought tolerant🏜️,22. Moist 💧,23. Requring lots of water 🌧️,23A. Moist-phobia🚫,24. Drought-sensitive🥀,25. Thermo-sensitive 🥵,25A. Barren tolerant🗿,25B. Antipollution 🔄,26. Lightly toxic🟡,27. Toxic🟠,28. Heavily toxic 🔴,Count of cell with logo,,,,
Xanthorrhoeaceae,Selaginellaceae,2,230,,#N/A,#N/A,,#N/A,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,26,,,,
Cedrus deodara,Pinaceae,2,231,,10-11,11,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,,,,,,,,,,,5,,,,
Keteleeria fortunei,Pinaceae,2,231,,3-4,10,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,🏜️,,,,,,,,,,,4,,,,
Pinus elliottii,Pinaceae,2,232,,2-3,10-11,,,,,🌊,,,,🌳,,,,,,,☀️,,,🔥,,❄️,,,,,,💧,,,,,,,,,,6,,,,
Pinus massoniana,Pinaceae,2,232,,2-4,7-9,,,,,,,,,🌳,,,,,,,☀️,,,🔥,,❄️,,,,,🏜️,,,,,,🗿,,,,,6,,,,
Pinus thunbergii,Pinaceae,2,233,,4-5,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,❄️,💨,,,,🏜️,,,,,,,,,,,7,,,,
Pseudolarix kaempferi,Pinaceae,2,233,,,,,🍂,,,,,,,🌳,,,,,,,☀️,,,,,❄️,,,,,,💧,,,,🥵,,,,🟠,,7,,,,
Cobaea scandens,Polemoniaceae,2,234,,7-10,,,,,,,,🌿,,,🧗‍♀️,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Psilotum nudum,Psilotaceae,2,234,,1-12,1-12,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,🚫,,,,,,,,5,,,,
Phlox drummondii,Polemoniaceae,2,235,,6-10,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Phlox drummondii var. stellaris,Polemoniaceae,2,235,,3-6,,,,,,,,🌿,,,,,,,,,☀️,,,,,❄️,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Phlox subulata,Polemoniaceae,2,235,,3-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,,,,,,,,,,,5,,,,
Musa acuminata ‘Dwarf Cavendish’,Musaceae,2,236,,1-12,1-12,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Musa coccinea,Musaceae,2,236,,1-12,1-12,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,🟠,,7,,,,
Musa ornata,Musaceae,2,237,,1-12,1-12,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Musa sumatrana,Musaceae,2,237,,,,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,😨,,,💧,,,,,,,,,,6,,,,
Musa velutina,Musaceae,2,238,,1-12,1-12,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Musa x paradisiaca,Musaceae,2,238,,1-12,1-12,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Musa hybrid,Musaceae,2,239,,,,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Musella lasiocarpa,Musaceae,2,239,,1-12,,,,🥔,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,,,🚫,,,,,,,,6,,,,
Eichhornia crassipes,Pontederiaceae,2,240,,3-11,,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Monochoria vaginalis,Pontederiaceae,2,240,,5-9,,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Astilbe hybrid,Saxifragaceae,2,241,,3-6,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,,❄️,,,,,,💧,,,,,,,,,,5,,,,
Pontederia cordata,Pontederiaceae,2,241,,5-10,,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Bergenia cordifolia,Saxifragaceae,2,242,,3-5,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Heuchera hybrid,Saxifragaceae,2,242,,3,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,,❄️,,,,,,💧,,,,,,,,,,5,,,,
Saxifraga stolonifera,Saxifragaceae,2,243,,3-4,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Tolmiea menziesii,Saxifragaceae,2,243,,3-4,,,,,,,,🌿,,,,,,,,,,,☁️,,,❄️,,,,,,,🌧️,,,,,,,,,4,,,,
Heteropterys acutifolia,Malpighiaceae,2,244,,5-1,5-1,,,,,,,,,,🧗‍♀️,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Malpighia coccigera,Malpighiaceae,2,244,,5-9,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Malpighia glabra,Malpighiaceae,2,245,,1-12,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,,,4,,,,
Thryallis glauca,Malpighiaceae,2,245,,4-9,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Pronephrium simplex,Thelypteridaceae,2,246,,,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Tristellateia australasiae,Malpighiaceae,2,246,,4-5,5-7,,,,,,,,,,🧗‍♀️,,,,,,☀️,,,🔥,,,💨,,,,🏜️,💧,,,,,,,,,,6,,,,
Chloranthus spicatus,Chloranthaceae,2,247,,4-6,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Sarcandra glabra,Chloranthaceae,2,247,,4-6,5-7,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Ochna integerrima,Ochnaceae,2,248,,4-10,4-12,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,🔥,,❄️,,,,,🏜️,💧,,,,,,,,,,8,,,,
Ochna serrulata (Ochna kirkii),Ochnaceae,2,248,,3,5,,,,,,,,🌴,🌳,,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Altingia chinensis,Hamamelidaceae,2,249,,3-5,9-10,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Distylium racemosum,Hamamelidaceae,2,249,,3-4,5-8,,,,,,,,🌴,🌳,,,,,,,,🌤️,☁️,,🌡️,❄️,💨,,,,🏜️,💧,,,,,,,,,,9,,,,
Hamamelis mollis,Hamamelidaceae,2,250,,1-3,,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Liquidambar formosana,Hamamelidaceae,2,250,,3-4,9-1,,🍂,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,,,,,,🗿,,,,,7,,,,
Loropetalum chinense,Hamamelidaceae,2,251,,3-5,8,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,,🌡️,❄️,,,,,🏜️,,,🚫,,,,,,,,8,,,,
Loropetalum chinense f. rubrum,Hamamelidaceae,2,251,,3-5,8,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,❄️,,,,,🏜️,,,🚫,,,,,,,,7,,,,
Loropetalum chinense ‘Pink Rubrum’,Hamamelidaceae,2,252,,3-5,8,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,❄️,,,,,🏜️,,,🚫,,,,,,,,7,,,,
Rhodoleia championii,Hamamelidaceae,2,252,,3-4,10-11,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Acronychia pedunculata,Rutaceae,2,253,,4-8,8-12,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Tetrathyrium subcordatum,Hamamelidaceae,2,253,,9-11,,,,,,,,,🌴,🌳,,,,,,,☀️,,☁️,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Aegle mermelos,Rutaceae,2,254,,8,10-4,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Citrus aurantifolia,Rutaceae,2,254,,12-2,,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Citrus aurantium ‘Hutou Gan’,Rutaceae,2,255,,2-3,2-3,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Citrus grandis & Citrus grandis cultivarietas,Rutaceae,2,255,,4-7,7-11,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Citrus hystrix,Rutaceae,2,256,,,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Citrus limon,Rutaceae,2,256,,12-6,9-2,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Citrus medica,Rutaceae,2,257,,4,10-3,,,,,,,,🌴,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Citrus medica var. sarcodactylis,Rutaceae,2,257,,3-6,10-3,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Citrus microcarpa,Rutaceae,2,258,,4-5,9-4,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Citrus sinensis,Rutaceae,2,258,,3-5,11-12,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Citrus,Rutaceae,2,259,,12-3,,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Citrus sinensis ‘Variegata’,Rutaceae,2,259,,12-4,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Clausena lansium,Rutaceae,2,260,,4-5,5-7,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Crowea exalata,Rutaceae,2,260,,1-12,,,,,,,,,🌴,,,,,,,,,🌤️,,🔥,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Euodia ridleyi,Rutaceae,2,260,,3-5,6-8,,,,,,,,🌴,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Fortunella japonica ‘Variegata’,Rutaceae,2,261,,2-4,,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,,,,,,,,,,,4,,,,
Fortunella margarita,Rutaceae,2,261,,3-5,12-3,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Glycosmis parviflora,Rutaceae,2,261,,6-8,8-10,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Murraya koenigii,Rutaceae,2,262,,3-4,7-8,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Murraya paniculata,Rutaceae,2,262,,7-10,10-3,,,,,,,,🌴,🌳,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Ruta graveolens,Rutaceae,2,263,,3-6,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,7,,,,
Severinia buxifolia,Rutaceae,2,263,,5-12,9-12,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Skimmia reevesiana,Rutaceae,2,264,,3-4,7-11,,,,,,,,🌴,🌳,,,,,,,,,☁️,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Zanthoxylum avicennae,Rutaceae,2,264,,,,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Zanthoxylum nitidum,Rutaceae,2,265,,2-5,9-11,,,,,,,,,,🧗‍♀️,,,,,,☀️,🌤️,,,🌡️,,,,,,,,,,,,,,,🟠,,5,,,,
Zanthoxylum piperitum,Rutaceae,2,265,,3-8,12,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,🚫,,,,,,,,6,,,,
Araucaria cunninghamii,Araucariaceae,2,266,,7-9,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Araucaria heterophylla,Araucariaceae,2,266,,4-5,7-9,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,💨,,,,🏜️,,,,,,,,,,,6,,,,
Chamaecyparis pisifera ‘Boulevard’,Cupressaceae,2,267,,,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,,❄️,,,,,🏜️,,,,,,,,,,,5,,,,
Wollemia nobilis,Araucariaceae,2,267,,,,,,,,,,,,🌳,,,,,,,,🌤️,☁️,,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Chamaecyparis pisifera ‘Squarrosa’,Cupressaceae,2,268,,,,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,7,,,,
Cupressus cashmeriana,Cupressaceae,2,268,,3,,,,,,,,,🌴,🌳,,,,,,,☀️,,,,,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Juniperus chinensis var. kaizuka,Cupressaceae,2,269,,3-4,10-11,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,🟡,,,7,,,,
Juniperus chinensis var. procumbens,Cupressaceae,2,269,,4,,,,,,,,,,,,🐌,,,,,☀️,,,🔥,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Juniperus conferta ‘Blue Pacific’,Cupressaceae,2,270,,,,,,,,,,,🌴,,,,,,,,☀️,,,,,❄️,,,,🧂,🏜️,,,🚫,,,,,,,,6,,,,
Thuja occidentalis,Cupressaceae,2,270,,3,,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Thuja orientalis,Cupressaceae,2,271,,3-4,9-10,,,,,,,,🌴,🌳,,,,,,,☀️,,,,,❄️,,,,,🏜️,💧,,,,,🗿,,,,,7,,,,
Thuja orientalis ‘Aurea Nana’,Cupressaceae,2,271,,,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Diospyros kaki,Ebenaceae,2,272,,5-6,9-11,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Diospyros kaki ‘Amabigua’,Ebenaceae,2,272,,9-11,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Diospyros oleifera,Ebenaceae,2,273,,4,9-11,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Begonia aconitifolia,Begoniaceae,2,274,,1-12,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Diospyros vaccinioides,Ebenaceae,2,274,,4-5,8-9,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,💨,,,,,💧,,,,,,,,,,6,,,,
Begonia bowerae cultivarietas,Begoniaceae,2,275,,2-5,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia brevirimosa,Begoniaceae,2,275,,,,,,,🌾,,,,🌴,,,,🌵,,,,☀️,,,🔥,,,,,😨,,🏜️,,,,,,,,,,,7,,,,
Begonia dregei,Begoniaceae,2,276,,12-4,,,,🥔,,,,,🌴,,,,,,,,,🌤️,☁️,,🌡️,,,,😨,,,💧,,,🥀,🥵,,,,,,9,,,,
Begonia dregei cultivarietas,Begoniaceae,2,276,,5-10,,,,,🌾,,,,🌴,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Begonia goegoensis,Begoniaceae,2,277,,5-10,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia imperialis var. brunnea,Begoniaceae,2,277,,1-12,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia listada,Begoniaceae,2,278,,9-2,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia maculata var. wightii,Begoniaceae,2,278,,5-10,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,😨,,,,,,,,,,,,,3,,,,
Begonia,Begoniaceae,2,279,,5-10,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia masoniana,Begoniaceae,2,280,,5-8,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia nitida,Begoniaceae,2,280,,1-12,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia palmata (Begonia laciniata),Begoniaceae,2,281,,5-9,,,,,🌾,,,🌿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia semperflorens,Begoniaceae,2,281,,1-12,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia semperflorens cultivarietas,Begoniaceae,2,282,,1-12,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia soli-mutata,Begoniaceae,2,283,,12-3,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia thelmae,Begoniaceae,2,283,,5-10,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia venosa,Begoniaceae,2,284,,2,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia wallichiana,Begoniaceae,2,284,,1-12,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia rex cultivarietas,Begoniaceae,2,285,286,5-10,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Begonia hybrid,Begoniaceae,2,286,,11-3,,,,🥔,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Clarkia unguiculata,Onagraceae,2,288,,3-4,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Fuchsia hybrid,Onagraceae,2,288,,1-4,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,🚫,,,,,,,,6,,,,
Gaura lindheimeri,Onagraceae,2,289,,4-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,🚫,,,,,,,,7,,,,
Godetia grandiflora,Onagraceae,2,289,,2-4,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,🚫,,,,,,,,6,,,,
Ludwigia adscendens,Onagraceae,2,290,,3-11,8-11,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Ludwigia octovalvis,Onagraceae,2,290,,1-12,,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Ludwigia sedioides,Onagraceae,2,291,,6-8,,,,,,🌊,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,,🌧️,,,,,,,,,6,,,,
Ludwigia x taiwanensis,Onagraceae,2,291,,1-12,,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,,🌧️,,,,,,,,,5,,,,
Oenothera drummondii (Oenothera littoralis),Onagraceae,2,291,,7-11,8-12,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,🧂,,,🌧️,,,,,,,,,6,,,,
Canna edulis,Cannaceae,2,292,,9-11,,,,,🌾,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,😨,,,💧,,,,,,,,,,7,,,,
Canna indica var. orientalis,Cannaceae,2,292,,3-12,,,,,🌾,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,😨,,,💧,,,,,,,,,,7,,,,
Canna hybrid,Cannaceae,2,293,,3-12,,,,,🌾,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,😨,,,💧,,,,,,,,,,7,,,,
Bixa orellana,Bixaceae,2,294,,2-12,9-3,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,8,,,,
Taxus chinensis,Taxaceae,2,294,,3-4,10,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Bruguiera gymnorrhiza,Rhizophoraceae,2,295,,10-4,5-9,,,,,,,,🌴,🌳,,,,,,,☀️,,,🔥,,,,,,🧂,,,🌧️,,,,,,,,,6,,,,
Kandelia obovata,Rhizophoraceae,2,295,,1-12,12-4,,,,,,,,🌴,🌳,,,,,,,☀️,,,🔥,,,💨,,,🧂,,,🌧️,,,,,,,,,7,,,,
Galanthus nivalis,Liliaceae,2,108,,2-3,,5-9,,🥔,,,,🌿,,,,,,,,,☀️,,,,,❄️,,,,,,💧,,,,,,,,🟠,,6,,,,
Achimenes hybrids,Gesneriaceae,3,8,,7-9,,11-3,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Aeschynanthus marmoratus (Aeschynanthus longicaulis),Gesneriaceae,3,8,,12,,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Aeschynanthus obconicus,Gesneriaceae,3,9,,5-8,,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Aeschynanthus radicans,Gesneriaceae,3,9,,5-8,,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Aeschynanthus speciosus,Gesneriaceae,3,9,,7-9,,,,,,,,,🌴,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Aeschynanthus tricolor,Gesneriaceae,3,10,,1-2,,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Alsobia hybrid,Gesneriaceae,3,10,,3-7,,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Boea hygrometrica,Gesneriaceae,3,11,,4-8,4-9,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Chirita ophiopogoides,Gesneriaceae,3,11,,3-4,,5-9,,,🌾,,,🌿,,,,,🌵,,,,,🌤️,☁️,,,❄️,,,,,🏜️,,,,,🥵,,,,,,8,,,,
Chirita sinensis,Gesneriaceae,3,12,,3-10,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Chirita sinensis cultivarietas,Gesneriaceae,3,12,,3-10,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Chirita tamiana,Gesneriaceae,3,13,,3-5,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Chrysothemis pulchella,Gesneriaceae,3,13,,5-10,,1-3,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Columnea hybrids,Gesneriaceae,3,14,,11-4,,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Codonanthe gracilis,Gesneriaceae,3,14,,1-12,1-12,,,,,,,🌿,,,,🐌,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Episcia cupreata cultivarietas,Gesneriaceae,3,15,,3-9,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Gloxinia perennis,Gesneriaceae,3,16,,2-6,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Gloxinia sylvatica,Gesneriaceae,3,16,,10-3,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Kohleria hybrids,Gesneriaceae,3,17,,3-9,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Nematanthus hybrids,Gesneriaceae,3,18,,3-9,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Pearcea hypocyrtiflora,Gesneriaceae,3,18,,6-7,,12-4,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Rhynchotechum formosanum (Rhynchotechum ellipticum),Gesneriaceae,3,18,,7-8,2-3,,,,,,,🌿,,,,,,,,,,,☁️,,🌡️,,,,,,,💧,🌧️,,,,,,,,,5,,,,
Saintpaulia hybrids,Gesneriaceae,3,19,,9-5,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Sinningia bullata,Gesneriaceae,3,20,,4,,,,,🌾,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
Sinningia canescens (Rechsteinaria leucotricia）,Gesneriaceae,3,20,,4-5,,11-1,,,🌾,,,🌿,,,,,🌵,☔,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
